2.990193365,0.117201551
4.23628289,0.171543964
5.481760538,0.281184852
6.727391154,0.377001121
7.973174741,0.458992771
9.218958327,0.540984422
10.46474191,0.622976072
11.71044901,0.711880032
12.9562326,0.793871683
14.20201619,0.875863333
15.44779977,0.957854984
16.69350687,1.046758943
17.93890804,1.16331214
19.1843092,1.279865336
20.42955739,1.410243151
21.67465262,1.554445584
22.91974784,1.698648017
24.16461361,1.863587377
25.40970883,2.00778981
26.65465109,2.165816862
27.89974631,2.310019295
29.14453559,2.481870964
30.38978379,2.612248779
31.63503198,2.742626594
32.88073908,2.831530554
34.12659915,2.906609895
35.37284165,2.947127691
36.61916063,2.980733177
37.86586203,2.979777118
39.11256343,2.978821058
40.35888241,3.012426545
41.60558382,3.011470485
42.85213225,3.024339044
44.0986042,3.044119912
45.3453056,3.043163853
46.59185404,3.056032412
47.83832599,3.07581328
49.08502739,3.074857221
50.33149934,3.094638089
51.57804777,3.107506648
52.82474917,3.106550589
54.07122112,3.126331457
55.31776956,3.139200016
56.56447096,3.138243956
57.81078994,3.171849443
59.05749134,3.170893383
60.30419275,3.169937324
61.55051173,3.20354281
62.79721313,3.202586751
64.04376156,3.21545531
65.29023351,3.235236178
66.53693492,3.234280119
67.78355983,3.240236369
69.0299553,3.266929546
70.2766567,3.265973487
71.52312865,3.285754355
72.76967708,3.298622914
74.01637849,3.297666854
75.26285044,3.317447722
76.50939887,3.330316281
77.75610027,3.329360222
79.00241925,3.362965708
80.24912066,3.362009649
81.49582206,3.36105359
82.74221752,3.387746767
83.98884244,3.393703017
85.23554384,3.392746957
86.48186282,3.426352444
87.72856423,3.425396385
88.97526563,3.424440325
90.2216611,3.451133502
91.46828601,3.457089752
92.71491093,3.463046002
93.9613064,3.489739179
95.2080078,3.48878312
96.4547092,3.487827061
97.70110467,3.514520238
98.94772959,3.520476488
99.69575043,3.519902852
1.409612382,0.066280293
